rank,narrator,chains,in_degree,out_degree,betweenness,pagerank_source,pagerank_collector,community,unresolved
1089,وزعم عروة,2,3,1,0.000194,0.0000960,0.0001602,3,0
1090,انس بن سيرين,7,4,5,0.000194,0.0001842,0.0001130,5,0
1091,ابن كعب بن مالك,3,2,3,0.000194,0.0001131,0.0001202,2,0
1092,ابن الغسيل,3,2,2,0.000194,0.0001612,0.0001276,2,0
1093,وهب بن كيسان ابي نعيم,2,2,2,0.000194,0.0001515,0.0001275,13,0
1094,جامع بن ابي راشد,2,2,1,0.000193,0.0000954,0.0001613,4,0
1095,ابيه ⟨زيد بن اسلم⟩,18,3,1,0.000193,0.0003088,0.0001475,8,1
1096,مخرمة بن سليمان,7,3,3,0.000192,0.0001182,0.0001674,8,0
1097,عبد الله بن الحارث,8,2,8,0.000191,0.0004805,0.0001326,0,0
1098,ابو مجلز,4,3,2,0.000191,0.0001979,0.0001014,0,0
1099,محمد بن عمرو بن حلحلة الدولي,1,1,1,0.000191,0.0001058,0.0000841,12,0
1100,محارب,4,3,2,0.000190,0.0001135,0.0001317,5,0
1101,عبد الرحمن بن عابس,9,2,1,0.000190,0.0001569,0.0001389,4,0
1102,حميد بن عبد الرحمن بن عوف,5,3,4,0.000190,0.0001433,0.0001341,1,0
1103,عبد الله بن ابي بكر بن محمد بن عمرو بن حزم,5,2,2,0.000190,0.0000958,0.0002600,8,0
1104,سعيد هو المقبري,2,2,1,0.000189,0.0000864,0.0001376,1,0
1105,ابن الاصبهاني,2,2,2,0.000188,0.0001116,0.0001268,8,0
1106,لا ازال احب بني تميم,1,1,1,0.000188,0.0011164,0.0001402,7,0
1107,ابي حازم بن دينار,4,3,1,0.000188,0.0000884,0.0001313,8,0
1108,شريك بن ابي نمر,2,2,2,0.000187,0.0000973,0.0001290,1,0
1109,محمد بن اسماعيل,1,1,1,0.000187,0.0001108,0.0000885,11,0
1110,عمر بن عبد الله بن عروة,1,2,1,0.000186,0.0000898,0.0001282,3,0
1111,ابو الاشهب,2,2,2,0.000186,0.0000879,0.0001606,2,0
1112,سعيد بن عبيد,2,2,1,0.000184,0.0000879,0.0001411,4,0
1113,اسحاق بن سعيد,2,1,2,0.000184,0.0001107,0.0001482,10,0
1114,بكير بن عبد الله,2,2,2,0.000184,0.0001245,0.0001375,1,0
1115,عبد الرحمن بن عبد الله,4,3,3,0.000184,0.0001206,0.0001574,1,0
1116,عبد الحميد بن جبير,2,2,1,0.000184,0.0001018,0.0001501,2,0
1117,سريج بن النعمان,4,2,2,0.000184,0.0001108,0.0001449,10,0
1118,عبد العزيز بن المختار,3,3,2,0.000183,0.0000837,0.0001536,9,0
1119,اعتم النبي,1,1,1,0.000183,0.0004984,0.0002469,0,0
1120,عباد بن يعقوب الاسدي,1,1,1,0.000183,0.0000966,0.0001133,0,0
1121,كريبا مولي ابن عباس,2,1,2,0.000182,0.0001384,0.0000659,4,0
1122,عبد الرحمن بن جابر,1,1,1,0.000181,0.0001140,0.0001588,12,0
1123,عباية بن رفاعة بن رافع بن خديج,2,2,2,0.000181,0.0001420,0.0001258,6,0
1124,ابو سلمة بن عبد الرحمن بن عوف,2,2,1,0.000181,0.0001035,0.0001184,1,0
1125,زياد بن جبير,5,1,3,0.000181,0.0001918,0.0000850,15,0
1126,سعيد بن ابي بردة بن ابي موسي الاشعري,1,1,1,0.000180,0.0000851,0.0001214,5,0
1127,واظن,1,1,1,0.000180,0.0006326,0.0001244,7,0
1128,ليث بن سعد,2,2,2,0.000180,0.0001072,0.0001028,1,0
1129,ابيه ⟨اشعث بن ابي الشعثاء⟩,1,1,1,0.000180,0.0001143,0.0000733,3,1
1130,جنادة بن ابي امية,3,2,2,0.000180,0.0001954,0.0001200,6,0
1131,ابيه ⟨الاشعث⟩,2,1,1,0.000179,0.0001251,0.0000834,3,1
1132,ابيه ⟨الاشعث بن سليم⟩,1,1,1,0.000179,0.0001002,0.0000733,3,1
1133,عمارة بن القعقاع بن شبرمة,2,2,2,0.000179,0.0000902,0.0001239,8,0
1134,زيد بن عبد الله بن عمر,1,1,1,0.000179,0.0000912,0.0001282,3,0
1135,قزعة,2,2,1,0.000179,0.0001067,0.0001424,9,0
1136,بسر بن عبيد الله,3,3,2,0.000178,0.0002824,0.0002526,6,0
1137,ابي معبد,6,1,3,0.000178,0.0002101,0.0000800,2,0
1138,ابي معبد مولي ابن عباس,4,1,2,0.000178,0.0001909,0.0000744,2,0
1139,امراته فاطمة,2,2,1,0.000178,0.0001006,0.0001195,3,0
1140,مولي انس,1,1,1,0.000178,0.0000918,0.0001446,0,0
1141,زيد هو ابن اسلم,2,2,1,0.000177,0.0000895,0.0001321,13,0
1142,وراد كاتب المغيرة بن شعبة,2,1,2,0.000177,0.0001237,0.0001451,9,0
1143,ابراهيم بن يوسف بن ابي اسحاق,2,1,2,0.000177,0.0001148,0.0001456,5,0
1144,ابو ظبيان,2,2,1,0.000177,0.0001081,0.0001193,9,0
1145,يزيد بن عبد العزيز,1,1,1,0.000177,0.0000913,0.0001474,3,0
1146,عبد الرحمن هو ابن عبد الله بن دينار,4,1,2,0.000177,0.0001269,0.0001365,10,0
1147,ابراهيم بن يوسف بن اسحاق بن ابي اسحاق,1,1,1,0.000177,0.0001134,0.0001312,5,0
1148,بسر بن عبيد الله الحضرمي,2,2,1,0.000177,0.0001431,0.0001726,6,0
1149,ابي بكرة,19,1,7,0.000177,0.0039818,0.0001209,0,0
1150,زينب امراة عبد الله,1,1,1,0.000176,0.0001160,0.0001502,1,0
1151,ابي بردة بن ابي موسي,2,2,2,0.000176,0.0001125,0.0001223,0,0
1152,عبد الواحد بن واصل ابو عبيدة الحداد,1,1,1,0.000176,0.0000992,0.0001320,10,0
1153,سعيد بن عبيد الطايي,1,1,1,0.000176,0.0001017,0.0001202,4,0
1154,يزيد الرشك,1,1,1,0.000176,0.0000851,0.0001301,0,0
1155,عمرو بن يحيي بن عمارة,1,1,1,0.000176,0.0001057,0.0001446,6,0
1156,محمد بن حمزة بن عمرو الاسلمي,1,1,1,0.000176,0.0000835,0.0001241,2,0
1157,محل بن خليفة,2,2,2,0.000176,0.0002499,0.0001203,9,0
1158,رافع بن خديج,11,1,10,0.000176,0.0007196,0.0001168,6,0
1159,ابو سهيل,1,1,1,0.000176,0.0000878,0.0001208,3,0
1160,علي بن حسين بن علي,1,1,1,0.000176,0.0000869,0.0001213,1,0
1161,زيد بن خالد الجهني,12,1,6,0.000176,0.0003058,0.0001320,1,0
1162,بكيرا,4,2,2,0.000176,0.0001219,0.0001426,4,0
1163,ابي بن عباس بن سهل,1,1,1,0.000176,0.0001107,0.0001214,11,0
1164,يوسف ابو معشر البراء,1,1,1,0.000176,0.0000832,0.0001348,0,0
1165,ابي بن كعب,7,1,6,0.000176,0.0006976,0.0001168,2,0
1166,صالح بن ابراهيم بن عبد الرحمن بن عوف,3,1,1,0.000176,0.0001740,0.0001305,1,0
1167,صالح بن ابراهيم,1,1,1,0.000176,0.0001099,0.0001214,1,0
1168,عمرو بن يحيي المازني,5,1,2,0.000175,0.0001034,0.0001231,8,0
1169,ابو يعفور,1,1,1,0.000175,0.0001031,0.0001192,2,0
1170,ابي الزناد كان عروة بن الزبير,1,1,1,0.000175,0.0000821,0.0001263,14,0
1171,ابن مسعود,24,1,13,0.000175,0.0008471,0.0001168,4,0
1172,ابي موسي الاشعري,18,1,13,0.000175,0.0008365,0.0001168,0,0
1173,ولم اسمع احدا,1,1,1,0.000175,0.0004159,0.0001168,10,0
1174,سهل بن سعد الساعدي,21,1,8,0.000175,0.0004616,0.0001168,13,0
1175,عايشة زوج النبي,59,1,21,0.000175,0.0012588,0.0001168,1,0
1176,سعيد بن زيد,6,1,4,0.000175,0.0003109,0.0001168,9,0
1177,حمزة بن ابي اسيد,4,2,2,0.000175,0.0002024,0.0001436,4,0
1178,معبد بن كعب بن مالك,1,1,1,0.000175,0.0001285,0.0001308,8,0
1179,ابي ايوب,5,1,4,0.000175,0.0006632,0.0001168,5,0
1180,وهو,1,1,1,0.000175,0.0003716,0.0001168,2,0
1181,جبير بن مطعم,7,1,5,0.000175,0.0003408,0.0001168,1,0
1182,لها رسول الله,1,1,1,0.000175,0.0003642,0.0001168,17,0
1183,جيت,1,1,1,0.000175,0.0000930,0.0003676,4,0
1184,عبد الرحمن بن عبد الله بن عبد الرحمن بن ابي صعصعة الانصاري ثم المازني,1,1,1,0.000175,0.0000805,0.0001192,8,0
1185,عبد الرحمن بن عبد الله بن عبد الرحمن بن ابي صعصعة الانصاري,1,1,1,0.000175,0.0000805,0.0001192,8,0
1186,منصور بن عبد الرحمن,1,1,1,0.000175,0.0000873,0.0001191,3,0
1187,عبد الرحمن بن عبد الله بن دينار مولي ابن عمر,1,1,1,0.000175,0.0000878,0.0001269,10,0
1188,رجل نذر,1,1,1,0.000175,0.0002124,0.0001168,11,0
1189,عبد الله بن مغفل المزني,4,1,4,0.000175,0.0002488,0.0001168,0,0
1190,عبد الله بن الزبير,8,1,5,0.000175,0.0003071,0.0001168,3,0
1191,كان,6,1,5,0.000175,0.0011830,0.0001168,0,0
1192,اتيت جابر بن عبد الله الانصاري فقلت له,1,1,1,0.000175,0.0001425,0.0001168,3,0
1193,ابا بردة,2,1,2,0.000175,0.0001525,0.0001168,9,0
1194,عباية بن رفاعة بن رافع,1,1,1,0.000175,0.0001015,0.0001168,6,0
1195,عباية بن رافع,1,1,1,0.000175,0.0001015,0.0001168,6,0
1196,اشهد علي ابي سعيد,1,1,1,0.000175,0.0002053,0.0001168,5,0
1197,ابو بردة بن ابي موسي,2,1,2,0.000175,0.0002877,0.0001168,12,0
1198,ابي بكر بن عبد الله بن قيس,3,1,2,0.000175,0.0002694,0.0001168,0,0
1199,الهيثم بن ابي سنان,2,2,1,0.000175,0.0000960,0.0001230,1,0
1200,معاذ بن هشام,7,1,5,0.000175,0.0000965,0.0001910,0,0
1201,عاصم بن محمد بن زيد,2,1,1,0.000175,0.0001091,0.0001371,6,0
1202,ابو سلمة الخزاعي منصور بن سلمة,1,1,1,0.000175,0.0000804,0.0001243,10,0
1203,عبد الرحمن بن عبد الله بن عبد الرحمن بن ابي صعصعة,6,1,2,0.000175,0.0000985,0.0001258,8,0
1204,الحسن بن مسلم وعبد الكريم الجزري,1,1,1,0.000175,0.0000898,0.0001260,2,0
1205,مالك بن انس سال زيد بن اسلم,1,1,1,0.000175,0.0000866,0.0001191,8,0
1206,اباه عبد الرحمن اخبر مروان,1,1,1,0.000175,0.0001548,0.0001168,1,0
1207,حمران فلما توضا عثمان,1,1,2,0.000175,0.0001645,0.0001168,1,0
1208,ابيه ⟨خالد بن سعيد⟩,2,1,1,0.000175,0.0001934,0.0001168,4,1
1209,ابي بكر بن عبد الله بن قيس الاشعري,1,1,1,0.000175,0.0001550,0.0001168,0,0
1210,ونحن مع ابن المسيب,1,1,1,0.000175,0.0001548,0.0001168,1,0
1211,حويطب بن عبد العزي,1,1,1,0.000175,0.0001548,0.0001168,1,0
1212,ابي مسعود,17,1,11,0.000175,0.0004520,0.0001168,4,0
1213,اسامة,8,1,4,0.000175,0.0006783,0.0001168,0,0
1214,ابيه ⟨عبد الرحمن بن ابي بكرة⟩,13,1,1,0.000175,0.0004196,0.0001168,0,1
1215,ابا بكر بن عبد الرحمن,2,1,1,0.000175,0.0001484,0.0001168,8,0
1216,جدي ابو بردة,2,1,2,0.000175,0.0001699,0.0001168,12,0
1217,محمد بن زياد الالهاني,1,1,1,0.000175,0.0001440,0.0001168,8,0
1218,رافع بن خديج بن رافع,1,1,1,0.000175,0.0001661,0.0001168,6,0
1219,ابو جعفر,2,1,2,0.000175,0.0001672,0.0001168,4,0
1220,عباية بن رافع بن خديج,1,1,1,0.000175,0.0001344,0.0001168,6,0
1221,رسول الله يوم حنين,1,1,1,0.000175,0.0001605,0.0001168,5,0
1222,وما نخشي,1,1,1,0.000175,0.0001927,0.0001168,0,0
1223,مورق,1,1,1,0.000175,0.0001501,0.0001168,5,0
1224,ابا بردة بن ابي موسي,1,1,1,0.000175,0.0001154,0.0001168,9,0
1225,زيد بن خالد,15,1,5,0.000175,0.0003392,0.0001168,11,0
1226,معاذ بن عبد الرحمن,1,1,1,0.000175,0.0001487,0.0001168,6,0
1227,طلحة بن ابي سعيد,1,1,1,0.000175,0.0001564,0.0001220,3,0
1228,خثيم بن عراك بن مالك,1,1,1,0.000175,0.0001161,0.0001190,7,0
1229,عبد الله بن طاوس,6,1,3,0.000175,0.0001302,0.0001311,2,0
1230,بينما رجل,1,1,1,0.000175,0.0001007,0.0001168,3,0
1231,عايشة ام المومنين,19,1,6,0.000175,0.0004767,0.0001168,3,0
1232,مالك بن الحويرث,7,1,1,0.000175,0.0001893,0.0001168,0,0
1233,عبيد الله بن عبد الله بن عمر,1,1,1,0.000175,0.0000869,0.0001168,1,0
1234,جعفر بن عمرو,1,1,1,0.000175,0.0000962,0.0001168,7,0
1235,عبد الله بن ابي قتادة السلمي,2,1,1,0.000175,0.0001055,0.0001168,13,0
1236,خالته ام حرام بنت ملحان,1,1,1,0.000175,0.0002660,0.0001168,0,0
1237,ثعلبة بن ابي مالك,2,1,1,0.000175,0.0000960,0.0001168,1,0
1238,سنان بن ابي سنان الدولي وابو سلمة بن عبد الرحمن,1,1,1,0.000175,0.0000907,0.0001168,1,0
1239,ام حبيبة بنت ابي سفيان حدثتها,1,1,1,0.000175,0.0000985,0.0001168,3,0
1240,اسحاق بن سعيد السعيدي,1,1,1,0.000175,0.0000866,0.0001460,10,0
1241,عامر بن سعد بن مالك,1,1,1,0.000175,0.0000907,0.0001168,1,0
1242,سنان وابو سلمة,1,1,1,0.000175,0.0000907,0.0001168,1,0
1243,عمرو بن سلمة,1,1,1,0.000175,0.0000937,0.0001168,0,0
1244,عروة بن الزبير وابو سلمة بن عبد الرحمن,1,1,1,0.000175,0.0000907,0.0001168,1,0
1245,مصعب,3,1,2,0.000175,0.0001100,0.0001168,9,0
1246,ابي سلمة بن عبد الرحمن بن عوف,1,1,1,0.000175,0.0000869,0.0001168,1,0
1247,مصعب بن سعد بن ابي وقاص,1,1,1,0.000175,0.0000923,0.0001168,9,0
1248,ابا وايل هل شهدت صفين,1,1,1,0.000175,0.0000900,0.0001168,4,0
1249,ابراهيم هو التيمي,1,1,1,0.000175,0.0000900,0.0001193,4,0
1250,عبد الله بن ابي قتادة الانصاري,1,1,1,0.000175,0.0001057,0.0001168,6,0
1251,عبد الله بن ابي قتادة لا اعلمه الا,1,1,1,0.000175,0.0001057,0.0001168,6,0
1252,ابيه ⟨سعد⟩,2,1,1,0.000175,0.0001556,0.0001168,5,1
1253,جندب في,1,1,1,0.000175,0.0001356,0.0001168,0,0
1254,عمرو بن ميمون الاودي,2,1,2,0.000175,0.0001331,0.0001168,9,0
1255,زينب ابنة ام سلمة {,1,1,1,0.000175,0.0000874,0.0001168,3,0
1256,صفوان بن يعلي بن امية,3,1,2,0.000175,0.0001521,0.0001168,2,0
1257,جدرات,1,1,1,0.000175,0.0002066,0.0001168,0,0
1258,اشهد علي النبي,1,1,1,0.000175,0.0003334,0.0001168,2,0
1259,ابا المنهال,2,1,2,0.000175,0.0001458,0.0001168,0,0
1260,ابن ابي مليكة يخبر,1,1,1,0.000175,0.0000898,0.0001168,2,0
1261,عبد الله بن دينار مولي عبد الله بن عمر,1,1,1,0.000175,0.0000805,0.0001168,8,0
1262,عبيد بن جريج,2,1,1,0.000175,0.0000977,0.0001168,7,0
1263,جعفر بن عمرو بن امية الضمري,3,1,3,0.000175,0.0001363,0.0001168,1,0
1264,ابا مرة مولي ام هاني بنت ابي طالب,3,1,1,0.000175,0.0001106,0.0001168,8,0
1265,يضحك الله,1,1,1,0.000175,0.0018984,0.0001168,7,0
1266,ابا مرة مولي ام هاني ابنة ابي طالب,1,1,1,0.000175,0.0000888,0.0001168,8,0
1267,عون بن ابي جحيفة ذكر,1,1,1,0.000175,0.0001052,0.0001168,3,0
1268,ابو عقيل زهرة بن معبد,4,1,2,0.000175,0.0002011,0.0001168,14,0
1269,ابي ⟨ابن عباس⟩,1,1,1,0.000175,0.0003334,0.0001168,2,1
1270,معن بن عبد الرحمن,1,1,1,0.000175,0.0000916,0.0001168,4,0
1271,فاخبرني جدي زيد بن عبد الله بن عمر,1,1,1,0.000175,0.0000985,0.0001168,1,0
1272,عبد الله بن مسعود حدث,1,1,1,0.000175,0.0001012,0.0001168,5,0
1273,مرداسا الاسلمي,1,1,1,0.000175,0.0000859,0.0001168,8,0
1274,ابا عمرو ذكوان مولي عايشة,2,1,1,0.000175,0.0001281,0.0001168,2,0
1275,ابيه ⟨عبد الرحمن بن عبد الله بن كعب بن مالك⟩,1,1,1,0.000175,0.0000884,0.0001168,1,1
1276,وقد,1,1,1,0.000175,0.0002919,0.0001168,2,0
1277,لي معمر,1,1,1,0.000175,0.0000861,0.0001168,4,0
1278,سعيد بن عبد الرحمن بن ابزي,2,1,1,0.000175,0.0000962,0.0001168,5,0
1279,ابيه ⟨ابن عبد الرحمن بن ابزي⟩,2,1,1,0.000175,0.0001376,0.0001168,5,1
1280,ابن لكعب بن مالك,1,1,1,0.000175,0.0000912,0.0001168,11,0
1281,رجل من الانصار,1,1,1,0.000175,0.0000912,0.0001168,11,0
1282,عايشة بنت سعد,1,1,1,0.000175,0.0001230,0.0001168,2,0
1283,ابن ابي موسي,1,1,1,0.000175,0.0000970,0.0001168,5,0
1284,لاحدثنكم حديثا لا يحدثكموه احد بعدي,1,1,1,0.000175,0.0002066,0.0001168,0,0
1285,عمرو بن يحيي بن سعيد بن عمرو بن سعيد,1,1,1,0.000175,0.0000798,0.0001168,9,0
1286,عبيد الله بن زياد عاد معقل بن يسار في مرضه الذي مات,1,1,1,0.000175,0.0001356,0.0001168,0,0
1287,محمد بن عبد الرحمن ذكرت لعروة,1,1,1,0.000175,0.0000856,0.0001168,4,0
1288,ابا مرة مولي عقيل بن ابي طالب,2,1,1,0.000175,0.0000927,0.0001168,0,0
1289,عاصم بن عمر بن الخطاب,1,1,1,0.000175,0.0000958,0.0001168,3,0
1290,عروة بن المغيرة,4,1,2,0.000175,0.0001635,0.0001168,9,0
1291,زهرة بن معبد,1,1,1,0.000175,0.0000986,0.0001168,0,0
1292,سعيد ابن مرجانة صاحب علي بن حسين,1,1,1,0.000175,0.0000970,0.0001168,5,0
1293,كليب بن وايل,1,1,1,0.000175,0.0000832,0.0001168,9,0
1294,كليب,1,1,1,0.000175,0.0000832,0.0001168,9,0
1295,معاذ بن رفاعة بن رافع الزرقي,1,1,1,0.000175,0.0000844,0.0001168,6,0
1296,صفوان بن يعلي بن امية اخبر,1,1,1,0.000175,0.0000942,0.0001168,2,0
1297,بعجة الجهني,1,1,1,0.000175,0.0000834,0.0001168,6,0
1298,ابو قيس,1,1,1,0.000175,0.0000851,0.0001168,5,0
1299,مسلم بن ابي مريم,1,1,1,0.000175,0.0000873,0.0001168,0,0
1300,عبادة بن الوليد,1,1,1,0.000175,0.0000844,0.0001195,6,0
1301,توبة العنبري,1,1,1,0.000175,0.0000851,0.0001168,5,0
1302,ابراهيم بن عبد الله بن حنين,1,1,1,0.000175,0.0000906,0.0001168,8,0
1303,عبد الله بن شداد بن الهاد,1,1,1,0.000175,0.0001115,0.0001168,9,0
1304,المقداد بن عمرو الكندي حليف بني زهرة,1,1,1,0.000175,0.0001127,0.0001168,1,0
1305,ابي بكر بن ابي موسي,1,1,1,0.000175,0.0001210,0.0001168,5,0
1306,مالكا يسال زيد بن اسلم,1,1,1,0.000175,0.0000866,0.0001241,2,0
1307,عبد الله بن يزيد يخطب,1,2,1,0.000175,0.0000935,0.0001277,5,0
1308,محمد بن معن,1,1,1,0.000175,0.0000789,0.0001235,7,0
1309,عاصم بن محمد بن زيد بن عبد الله بن عمر,2,1,1,0.000175,0.0000879,0.0001269,4,0
1310,نافع بن مالك بن ابي عامر ابو سهيل,2,1,1,0.000175,0.0000977,0.0001212,7,0
1311,ابي سهيل نافع بن مالك بن ابي عامر,2,1,1,0.000175,0.0000977,0.0001212,7,0
1312,يحيي بن ابي زايدة,1,1,1,0.000175,0.0000913,0.0001312,3,0
1313,شبيب بن غرقدة,1,1,1,0.000175,0.0000866,0.0001230,3,0
1314,قطن ابو الهيثم,1,1,1,0.000175,0.0000819,0.0001208,2,0
1315,النفيلي,1,1,1,0.000175,0.0000860,0.0001381,0,0
1316,واحسبني,1,1,1,0.000175,0.0000962,0.0001652,2,0
1317,عتبة بن مسلم مولي بني تيم,1,1,1,0.000175,0.0000878,0.0001190,7,0
1318,ابي بردة بن عبد الله بن ابي بردة,1,1,1,0.000175,0.0000866,0.0001190,12,0
1319,ابي قيس,2,1,1,0.000175,0.0000954,0.0001275,4,0
1320,عبد الله بن سعيد بن جبير,3,1,1,0.000175,0.0001092,0.0001239,2,0
1321,عيسي بن حفص بن عاصم,1,1,1,0.000175,0.0000834,0.0001269,6,0
1322,ابراهيم بن محمد بن المنتشر,3,1,2,0.000175,0.0000980,0.0001208,5,0
1323,ابيه ⟨سعيد بن ابي سعيد المقبري⟩,3,2,1,0.000175,0.0001443,0.0004098,7,1
1324,احمد بن شبيب بن سعيد,5,1,1,0.000175,0.0005637,0.0002110,1,0
1325,محمد بن عبد الرحمن بن ابي صعصعة المازني,1,1,1,0.000175,0.0000805,0.0001181,8,0
1326,خثيم بن عراك,1,1,1,0.000175,0.0000844,0.0001190,6,0
1327,سيل عبيد الله,1,1,1,0.000175,0.0000884,0.0001270,11,0
1328,داود بن الحصين,1,1,1,0.000175,0.0000805,0.0001181,8,0
1329,داود بن حصين,1,1,1,0.000175,0.0000805,0.0001190,7,0
1330,المقبري {,1,1,1,0.000175,0.0000886,0.0001190,7,0
1331,ابي الرجال محمد بن عبد الرحمن,1,1,1,0.000175,0.0000844,0.0001208,3,0
1332,منه مرتين,1,1,1,0.000175,0.0000893,0.0001458,2,0
1333,عمرو بن يحيي بن سعيد,2,1,1,0.000175,0.0000818,0.0001190,9,0
1334,عبد الكريم,2,1,1,0.000175,0.0001018,0.0001216,2,0
1335,بشر بن شعيب بن ابي حمزة,1,1,1,0.000175,0.0000830,0.0001320,10,0
1336,عمر بن محمد العسقلاني,1,1,1,0.000175,0.0000904,0.0001269,11,0
